year|page|table_number|row_number|source_title|source_url|table_column_1|table_column_2|table_column_3|table_column_4|table_column_5|table_column_6|table_column_7|table_column_8
2023|14|10|4|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|01 Number of sensitisation and awareness campaigns conducted 02 Number of Ward Development Committees Operationalised 03 Number of Ward Development Committee Meetings held per ward 04 Number of Full Council Meetings Held|- - - -|- - - -|4 30 4 4|4 30 4 4|4 (0) 4 4||
2023|15|11|1|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|ECONOMIC CLASSIFICATION||2021 BUDGET|||2022 BUDGET||2023 BUDGET
2023|15|11|2|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|||Approved|Expenditure|Approved||Expenditure*|Estimates
2023|15|11|3|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|02 Use of Goods and Services 00 General Budget Item 04 Assets 01 Non-Financial Assets (Capital Expenditure)|Use of Goods and Services|-|-|2,107,805 2,107,805 285,200 285,200||- - -|1,886,960 1,886,960 47,200 47,200
2023|15|11|4|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|||-|-||||
2023|15|11|5|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Assets|- -|-||||
2023|15|11|6|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||||-|||-|
2023|15|11|7|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Programme Total||-|-|2,393,005||-|1,934,160
2023|16|12|1|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Key Output(s)|||||||
2023|16|12|2|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Output Indicator:|2021||2022||2023||
2023|16|12|3|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Target|Actual|Target|Actual*|Target||
2023|16|12|4|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|01 Integrated Development Plan developed 02 Number of GBV and HIV Sensitisation meetings held 03 New layout maps developed|- - -|- - -|1 1 1|1 2 1|- 4 (0)||
2023|17|13|1|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|ECONOMIC CLASSIFICATION||2021 BUDGET|||2022 BUDGET||2023 BUDGET
2023|17|13|2|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|||Approved|Expenditure|Approved||Expenditure*|Estimates
2023|17|13|3|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|01 Personal Emoluments 01 Salaries and Wages 02 Use of Goods and Services 00 General Budget Item 04 Assets 01 Non-Financial Assets (Capital Expenditure)|Personal Emoluments|- - -|-|666,800 666,800 981,850 981,850 435,000 435,000||-|666,800 666,800 419,895 419,895 - -
2023|17|13|4|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||||-|||-|
2023|17|13|5|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Use of Goods and Services||-|||- - -|
2023|17|13|6|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|||-|-||||
2023|17|13|7|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Assets|- -|-||||
2023|17|13|8|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||||-|||-|
2023|17|13|9|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Programme Total||-|-|2,083,650||-|1,086,695
2023|19|14|1|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Key Output(s)|||||||
2023|19|14|2|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Output Indicator:|2021||2022||2023||
2023|19|14|3|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Target|Actual|Target|Actual*|Target||
2023|19|14|4|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|01 Number of Metric Tonnes of Garbage collected and disposed off 02 Number of boreholes drilled 03 Number of premises inspected 04 Number of cemeteries cleared and maintained. 05 Number of unclaimed bodies buried 06 Solid waste disposal site fenced|- - - - - -|- - - - - -|18,000 17 800 10 10 1|7,120 4 400 10 12 -|18,000 18 800 10 15 (0)||
2023|20|15|1|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|ECONOMIC CLASSIFICATION||2021 BUDGET|||2022 BUDGET||2023 BUDGET
2023|20|15|2|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|||Approved|Expenditure|Approved||Expenditure*|Estimates
2023|20|15|3|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|15 General Budget Item 01 Personal Emoluments 01 Salaries and Wages 02 Use of Goods and Services 00 General Budget Item 15 General Budget Item 04 Assets 01 Non-Financial Assets (Capital Expenditure)||- -|-|- - - 1,838,114 1,838,114 2,506,373 1,553,599 952,774 341,700 341,700||-|- - - 1,584,815 1,584,815 1,133,272 1,133,272 - 825,328 825,328
2023|20|15|4|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||||-|||-|
2023|20|15|5|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|||-|-|||- -|
2023|20|15|6|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Personal Emoluments|- - -|-||||
2023|20|15|7|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||||-|||-|
2023|20|15|8|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Use of Goods and Services||-|||- - - -|
2023|20|15|9|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|||-|-||||
2023|20|15|10|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|||-|-||||
2023|20|15|11|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Assets|- -|-||||
2023|20|15|12|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||||-|||-|
2023|20|15|13|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Programme Total||-|-|4,686,187||-|3,543,415
2023|21|16|1|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Key Output(s)|||||||
2023|21|16|2|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Output Indicator:|2021||2022||2023||
2023|21|16|3|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Target|Actual|Target|Actual*|Target||
2023|21|16|4|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|01 Number of kilometres of Township Roads graded and gravelled 02 Number of Parks and Gardens maintained 03 Number of Kilometres of drainages disilted 04 Number of Council buildings maintained 06 Construction of a truck parking bay|- - - - -|- - - - -|20 2 50 3 -|10 2 50 1 -|20 2 50 3 1||
2023|22|17|1|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|ECONOMIC CLASSIFICATION||2021 BUDGET|||2022 BUDGET||2023 BUDGET
2023|22|17|2|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|||Approved|Expenditure|Approved||Expenditure*|Estimates
2023|22|17|3|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|00 General Budget Item 01 Personal Emoluments 01 Salaries and Wages 02 Use of Goods and Services 00 General Budget Item 04 Assets 01 Non-Financial Assets (Capital Expenditure)||- -|-|- - - 862,616 862,616 6,882,488 6,882,488 3,119,940 3,119,940||-|- - - 1,743,816 1,743,816 5,862,690 5,862,690 5,691,665 5,691,665
2023|22|17|4|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||||-|||-|
2023|22|17|5|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|||-|-|||- -|
2023|22|17|6|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Personal Emoluments|- - -|-||||
2023|22|17|7|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||||-|||-|
2023|22|17|8|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Use of Goods and Services||-|||- - -|
2023|22|17|9|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|||-|-||||
2023|22|17|10|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Assets|- -|-||||
2023|22|17|11|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||||-|||-|
2023|22|17|12|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Programme Total||-|-|10,865,044||-|13,298,171
2023|23|18|1|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Key Output(s)|||||||
2023|23|18|2|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Output Indicator:|2021||2022||2023||
2023|23|18|3|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Target|Actual|Target|Actual*|Target||
2023|23|18|4|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|01 Number of Sports Teams sponsored 02 Number of library books procured 03 Number of culture groups sponsored 04 Number of sporting facilities maintained 05 Number of libraries maintained|- - - - -|- - - - -|6 5,000 1 1 3|6 3,000 1 1 3|6 3,000 1 1 3||
2023|24|19|1|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|ECONOMIC CLASSIFICATION||2021 BUDGET|||2022 BUDGET||2023 BUDGET
2023|24|19|2|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|||Approved|Expenditure|Approved||Expenditure*|Estimates
2023|24|19|3|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|00 General Budget Item 01 Personal Emoluments 01 Salaries and Wages 02 Use of Goods and Services 00 General Budget Item 04 Assets 01 Non-Financial Assets (Capital Expenditure)||- -|-|- - - 310,986 310,986 1,832,945 1,832,945 - -||-|- - - 310,986 310,986 1,735,275 1,735,275 85,350 85,350
2023|24|19|4|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||||-|||-|
2023|24|19|5|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|||-|-|||- -|
2023|24|19|6|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Personal Emoluments|- - -|-||||
2023|24|19|7|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||||-|||-|
2023|24|19|8|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Use of Goods and Services||-|||- - -|
2023|24|19|9|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|||-|-||||
2023|24|19|10|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Assets|- -|-||||
2023|24|19|11|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||||-|||-|
2023|24|19|12|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Programme Total||-|-|2,143,931||-|2,131,611
2023|25|20|1|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Key Output(s)|||||||
2023|25|20|2|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Output Indicator:|2021||2022||2023||
2023|25|20|3|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Target|Actual|Target|Actual*|Target||
2023|25|20|4|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|00 Number of children graduating to Grade 1 01 Number of Children enrolled into Early Child centres 02 Number of Adults graduating from Skills training centres|- - -|- - -|100 100 6|50 50 15|100 50 25||
2023|26|21|1|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|ECONOMIC CLASSIFICATION||2021 BUDGET|||2022 BUDGET||2023 BUDGET
2023|26|21|2|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|||Approved|Expenditure|Approved||Expenditure*|Estimates
2023|26|21|3|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|02 Use of Goods and Services 00 General Budget Item 04 Assets 01 Non-Financial Assets (Capital Expenditure)|Use of Goods and Services|-|-|320,586 320,586 28,400 28,400||- - -|233,620 233,620 - -
2023|26|21|4|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|||-|-||||
2023|26|21|5|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Assets|- -|-||||
2023|26|21|6|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||||-|||-|
2023|26|21|7|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Programme Total||-|-|348,986||-|233,620
2023|27|22|1|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Key Output(s)|||||||
2023|27|22|2|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Output Indicator:|2021||2022||2023||
2023|27|22|3|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Target|Actual|Target|Actual*|Target||
2023|27|22|4|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|01 Number of Fire certificates issued 02 Number of building sites inspected 03 Number of building permits issued 04 Number of building plans scrutinised 05 Number of routine Police patrols conducted 06 Number of Fire Safety Trainings conducted|- - - - - -|- - - - - -|120 72 80 80 24 4|312 350 300 350 24 1|500 350 300 350 24 4||
2023|28|23|1|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|ECONOMIC CLASSIFICATION||2021 BUDGET|||2022 BUDGET||2023 BUDGET
2023|28|23|2|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|||Approved|Expenditure|Approved||Expenditure*|Estimates
2023|28|23|3|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|01 Personal Emoluments 01 Salaries and Wages 02 Use of Goods and Services 00 General Budget Item 04 Assets 01 Non-Financial Assets (Capital Expenditure)|Personal Emoluments|- - -|-|288,000 288,000 1,564,234 1,564,234 51,100 51,100||-|288,000 288,000 707,055 707,055 688,667 688,667
2023|28|23|4|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||||-|||-|
2023|28|23|5|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Use of Goods and Services||-|||- - -|
2023|28|23|6|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|||-|-||||
2023|28|23|7|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Assets|- -|-||||
2023|28|23|8|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||||-|||-|
2023|28|23|9|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Programme Total||-|-|1,903,334||-|1,683,722
2023|29|24|1|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Key Output(s)|||||||
2023|29|24|2|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|Output Indicator:|2021||2022||2023||
2023|29|24|3|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Target|Actual|Target|Actual*|Target||
2023|29|24|4|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|01 Number of Annual Financial Reports Issued 02 Number of Internal Audit Reports 03 Number of Performance Reports 06 Proportion of Procurement Plan implemented|- - - -|- - - -|1 4 4 100|1 4 4 57|1 4 4 100||
2023|30|25|1|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|ECONOMIC CLASSIFICATION||2021 BUDGET|||2022 BUDGET||2023 BUDGET
2023|30|25|2|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|||Approved|Expenditure|Approved||Expenditure*|Estimates
2023|30|25|3|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|00 General Budget Item 01 Personal Emoluments 01 Salaries and Wages 02 Other Emoluments 03 Personnel Related Costs 02 Use of Goods and Services 00 General Budget Item 00 General Budget Item 04 Assets 01 Non-Financial Assets (Capital Expenditure) 05 Liabilities 01 Outstanding Bills||- -|-|166,200 166,200 166,200 29,702,879 25,163,822 166,200 4,372,857 6,361,163 - 6,361,163 2,544,298 2,544,298 8,484,464 8,484,464||-|- - - 36,457,170 32,195,347 282,000 3,979,823 3,955,540 - 3,955,540 1,803,934 1,803,934 2,352,000 2,352,000
2023|30|25|4|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||||-|||-|
2023|30|25|5|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf|||-|-|||- -|
2023|30|25|6|Approved Budget 2023|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2023.pdf||Personal Emoluments|- - - - -|-||||
